Video ID,Transcript,Topic,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Response_1,Response_2,Response_3,Response_4,Response_5,Response_6,Response_7,Response_8,Response_9,Response_10,Response_11,Response_12,Response_13,Response_14,Response_15,Problem
Q8DBJisYeXY,"Hey everybody, I'd like to talk to you today about headache. I have friends who get headaches, really bad ones, migraine headaches, and some of them even get these cluster headaches where they feel like they want to beat their head against a concrete wall just to stop the headache. Well, I've got a friend, my old next door neighbor, who's the world premiere expert on headache, Dr. Bernstein, and he told me some secrets. Now look, he told me, and I'm just telling you, I'm not a doctor, but I told my friends about these headache cures and they keep texting me and emailing me saying, this headache cure saved my life, how come I've never heard about it? The reason you haven't heard about it is because the medical world isn't going to make any money off these. So here they are. First off, if you already have a headache, Coca-Cola, caffeine, and carbonation together, great for headaches, but better yet, you want to stop this headache when you feel the aura. There's a certain feeling somebody gets, they know after they've had migraines before in cluster headaches, they can feel it coming earlier before the headache starts, the little clue it's coming. When you feel that, grab a rag, a cold rag, put it behind the back of your neck. Close your eyes and sit in a dark room. That's one thing. Here's the other thing. Oxygen. 100% oxygen for 10 minutes. Once you feel the onset, the early precursor to that headache, 100% oxygen, 10 minutes, your headache will either not come or it will come greatly reduced. So let me know what you think. And I hope you feel better.",Cluster Headache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set()
R_ienaIhKO0,"I don't have any phobias. I don't mind spiders. I think snakes are great. Being in the dark, funny noises, nothing like that particularly scares me. But I am scared of the beast. I currently work in London at a place called the Shell building. Which I am very very fortunate in that the Shell building is no more than a three minute walk from London Waterloo terminal. My role is planning manager which means I spend maybe two days a week sat in front of a computer analysing all the information I've got. I love coming home mainly because I love my wife. So I know that as I'm walking up the road through the path, through the woods, I know I'm only a couple of minutes away from a hug with my wife. She is the mainstay of my day. We've got a great house. It's an end of terrace, three bedroom, nice quiet road. It's great. It's a lovely place to live. It's a nice area. Now I live in Chandler's Ford. It's a much much bigger place but it's got that same homely friendly atmosphere. My parents are both in their 80s. My mum has just had this major surgery. Dad doesn't drive, has never driven apart from driving people mad or being a backseat driver. So I take them and do their weekly shopping with them. My brother as well as being my brother is my best friend. And like good friends do, we enjoy a pint. So we've got a very very good real ale pub a few miles from where he lives. So I pick them up and we go and have a pint. It does us both good. I love real ales and this is a dying breed this pub. It's a proper pub. It has real ales and it's got a dark horse. It's everything I want in a pub. I spend as much time as I can with my wife. We're fortunate that they've got very similar tastes. She will come motor racing with me to watch the racing and to make sure that I don't get into trouble. And I will go to her to visually impaired cricket. And a few years ago when they set up a cricket team they asked the volunteers to help. I had time on my hands so I went along. I'm undergoing training as a scorer. My wife is one of the coaches. I go along and hopefully add the numbers up. I knew that having a profession that involved numbers one day would drag me down and here we are. Out of nowhere I get a bright shiny headache that starts off in my left eye. And I know within a matter of seconds I'm going to be a necky. My left eye will close and droop. My eye will be watering cochlearly as if I'm crying on one side of my face. But the obvious give away is the fact that I'm going to be curled up in the fetal position. Wrapping my arms around my head and curled up. Stamping, stamping my feet. Hitting whatever is near me. And I hit things so that my hand hurts and takes my mind off the pain. If I am fortunate enough to be able to move then I carry an injection kit with me. And it is... It's a miracle because if I can manage to load the injection and if I can manage to inject myself, within five minutes the pain will be gone. If I can't I'm looking at 20 to 30 minutes of seriously, seriously wishing I was dead. Which is why they're called suicide headaches. I don't have any phobias. But I am scared of the beast. I can't hide from it. I can't run from it. It's with me all the time and I carry it with me. That's what the beast has done to me. That's what the beast has done to me.",Cluster Headache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set()
FnIxSrFeB7M,"Hi, I want to talk to you about cluster headaches and how to get them cured. There's no strings attached. I just really want to help. I had them for seven years. I had them on both sides of my face. I used to rage anywhere between 15 minutes and an hour and a half to two hours. Sometimes maybe four or five hours the whole night. What I used to do is I used to have got to bed when I went to bed. Before I went to bed I went to sleep. I got everything ready. It was a hot water bottle. I used to get a hot water bottle and a bean bag in the microwave. I had a bucket of ice as well. Next to my bed I had my oxygen and a carrier case. I need to take it around. What I used to do with this I had this kind of attachment and I actually used to use the cold air that was coming out of here to cool the inside of my gums. What causes a cluster headache is many many theories and all that kind of stuff has been suggested. There's one doctor Dr. Elliot Schevel who at the headache clinic did a ligation in an artery that runs my upper jaw. Basically what happens is the blood vessel dilates, squeezes the nerve against the trigeminal nerve against the bone and wears the mileage heath away and short circuits the nerve telling the brain that your face has been ripped off. So you've got chronic nose, eye, teeth ache, your ear aches and you want to rub and cry and pace and scream and sway and yeah it was pretty bad. My lifestyle never went out. I knew at night I used to get them. I never used to drink. I couldn't enjoy other people's food. Just to fear there was things that would trigger it off that were in the food and I sort of narrowed it down to basically any drink that's carbonated used to narrow it down. I had to stop smoking because just the smoking would induce it. MSG, monosodium glutamate, modified starch, too much sugar, preservatives, fruit juices, dried fruits, anything like that would trigger this headache. Even a fisherman's that fisherman mint used to do. I used to sleep upright so I never I didn't lie flat and basically it's a very nasty headache to live with and I suggested if anything I'm saying to you sounds familiar I suggest you get hold of the headache clinic find out what they do and how they do it. You can contact them, you can phone them, you can also contact get onto the website the website is www.theheadacheclinic.co.za and you can also find Dr. Chaville's work and procedures that have been put onto Wikipedia. He's been doing this since 1995. He's got a state of life facility and I suggest you go and take your life back and that's really what I did. I have my life back so I also want to take this opportunity if Dr. Chaville if you are listening I want to just thank you and your team of nurses your specialized nurses and your state of life facilities for giving me back my life. I didn't know I could have been it was so easy and so quick to get cured and I'm completely completely headache free. I can drink beer, I can have starch, I can eat a slab of chocolate. It's just wonderful getting your life back and watching also how happy people are that this has affected because really this does affect the loved ones around you they don't know what to do how to look after you how they can help you and it's a very stressful time for them as well. So for you for your loved ones I suggest you get hold of Dr. Chaville at the headache clinic and let him take care of you because he's a pioneer in this industry and he knows exactly what's going on and you won't be the first if you're coming from the end of the earth you won't be the first and you won't be the last. So good luck take your life back if you want to know any more information just leave a message whatever I'll try to get back to you.",Cluster Headache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set()
XWAq1AUFUqA,"Hello, my name is Jeff Parker and I am a 42 year cluster headache survivor. It has been 25 months since my last headache and believe me I don't want another one, let alone another cycle. These are just some of the treatments that I used and what I would do again and what I would do differently. First off let me just tell you about two websites clusterheadaches.com and clusterbusters. Google them, they are a wealth of information for us who suffer with them and also family members that have to deal with us. So I strongly advise you check those out. I was 20 years old when they started, 19 or 20 and I landed on aspirin, not just aspirin, but anacin because of the caffeine in it. Excedrin would work too but it upset my stomach more so I was on anacin my whole life and lots of it. Doc did put me in the first 10 years on inderol for about 3 years and I don't remember having that any effect whatsoever so I got off of it. I took a lot of aspirin, too many but you know you want to get rid of that headache. I never really knew when they were going to come and they only used to come one at a time, once a week, twice a week or twice a month, you just never knew. In the middle of the night, at work, at play, after sex, you name it they came and the first hint of that headache I would take to anacin and sit down and deal with it and at work I put cold towels on my face. It was his chiropractic. I swore I would never see a chiropractor. I used the word never, it bit me. So some 30 years ago I went to a chiropractor. He seemed to think he could help me. I went 3 times a week for a month and blam I woke up one morning and I just had this feeling. I knew they were gone. I had never felt that before. It was the first of many. That's how I knew my cycles were over by the way. I went one year without a headache. I had never gone a year before. Got him again, went back to the chiropractor. Went a year and a half. He suggested instead of doing it this way why don't you come once a month and try to stay in line and see if that helps. Then I went 2 and 2 and a half years. So for chiropractic I would say definitely worth a try if you haven't done it already. Also in that same time a doctor prescribed me Valium and Vicodin. And no not for the headaches. After the Valium I would take a half a Valium after the headache to relax my facial and neck muscles. I would take a half a Vicodin to take care of the residual pain. Vicodin does not treat or help a cluster headache. Do not take Vicodin. My advice. About 20 years ago I was introduced to Verapamil. My blood pressure was borderline high and Doc put me on it saying it was also preventative for the cluster headache. So I gave it a try. 240 milligrams a day. So it seemed like between the chiropractor and the Verapamil my cycles were now going to be 2 years plus without a headache. Two and a half. I did 3 twice that I remember. They pretty well settled out now a day every 2 and 3 quarter years. Don't ask me why. If I had to do something different with the Verapamil I would take half. I would go down to 120, 60 in the morning and 60 in the evening and then go back up when they came back. That's pretty much the way you read it in the ClusterHeadache.com how they do it. It's supposed to be a constipator. Never was for me for 15 years. But the last two, owie. It's not just that, it's anything. More about that later. I still remember every one of those cycles I come out of was waking up in the morning and I knew they were gone. I just knew it. That's how they ended. Next thing that came along was Imitrex. Brand new dog had samples. That was about 15 years ago. 17 maybe. What worked best for me was the 20 milligram nasal spray. All I have is injections right now. I've never used one but next ones, yikes. I only used them to take care of the really bad ones that the aspirin wouldn't do. I'd use way more than I should. It says right on the package. Use only 6 per month. I know a lot of people use a lot more and I did myself. They're not good for you. They worked for me about 80% of the time. You want to get rid of the headache so what do you do? The last thing I tried was oxygen. 15 liters per minute. I had to have that special regulator. I can tell you this. I didn't give it a fair shake but I'm telling you right now. It's working for a lot of people. You got to give this one a try. I wasn't able to give it a fair shake. I didn't get my oxygen until 3 weeks into my cycle and it was a bad cycle. Insurance authorization delivery you name it. My advice if you get oxygen and it works, buy your own equipment. Have it on hand always. That's what I'm going to work on. Try it. One thing I'm not going to comment on is mushrooms because I haven't tried them. I have them on hand right now. There's a lot of studies out there. Google it. I'm going to do a separate short video on that and my research there also. As well as the aftermath of what happened this last cycle. My hope is really that I can help one person. Really I'd like to help many. That's my hope. My last four cycles since 2005 have come two and three quarter years apart. I mean to the month. There may be something to do with the season there. I don't know. Kind of weird. They've lasted 17 to 25 days except for the very last one. It lasted 35 days and it was by far the worst cycle ever. My advice if you are diagnosed with them, get yourself the best neurologist you can get and have all the tests, brain scan, whatever they want to do. Back up any medications or treatments they want to give you or start you on with those two websites. Clusterheadaches.com, Clusterbusters and see what the users are saying about it. Very important. I can't stress that enough. Back it up. They don't know enough. Neurologists in our areas. Anyway, if you have any questions or advice for me, please leave me a comment and I will get back to you. Thanks for watching. Hang in there. You can do 40 years too. Peace. Love.",Cluster Headache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set()
Y1K0mQgKceQ,"I want to share with you an experience I had recently with bad medications and good medications concerning cluster headaches. I started getting headaches on August the 4th. I have a new MD. He called in Emmetrex Oral for me. I went and I picked up nine of them that my insurance covered and I was getting headaches every six to eight hours. They didn't last very long. I went back to get more and discovered that they were going to cost me $20 a pill because my insurance wouldn't cover them when I asked the pharmacist why. She said they discovered that sumatriptin causes rebound headaches. I was like, oh my gosh, are you kidding me? And so the very thing that's supposed to stop them causes them to rebound. Well anyhow, sumatriptin is the only thing that knocks out headaches for me. I haven't had them in three years and I hadn't heard about the oxygen until recently and I'll talk about that later. So anyhow, I get concerned and I decide to go to my MD. Well I had taken like 20 sumatriptin by the time I get to him and they prescribed for me prednisone and topamax to offset the headaches. Well it did work for two and a half days. I didn't have headaches and then they started again and they were like 16 hours apart and 18 hours apart. And then they got closer and closer together. Well I'm taking sumatriptin again and so I get concerned, I go back in and I meet with my MD and they decide to prescribe for me panelor. Well on the third trip they told me I need to go see a neurologist. I'm like okay, well I schedule an appointment with a neurologist but they gave me the panelor. One pill at night. So I want you to see this. I'm already taking cholesterol medicine. I'm on topamax, prednisone, sumatriptin and now panelor. Five prescription medications going into my body. And I took it that night. The next morning I woke up and it felt like a steamroller had rolled over me. I couldn't even get out of bed hardly. I was 45 minutes late waking up, which I'm an internet marketer. It doesn't matter, I work out of my house. But I still had work to do, you know. Well anyway I got up, got some coffee, started feeling a little bit better and decided to go to the YMCA and work out. Feeling very lethargic though. I went there and it's a weight class that I take for about an hour and I noticed like halfway through the class I started having like these intense hot flashes and I felt like I was off in a dreamy, dreamy, real light headed dream world. Hard to explain. Anyway I finished the class and I knew something just wasn't right. I just did not feel good at all. I had to go to my son-in-law's office, he's a chiropractor, to get an adjustment. He started asking me about the headaches and said, what medicine are you on? Well I had just told him a couple days before some of the medicines I was on and I couldn't remember when he asked me. This time I'm sitting in front of him and it was like my brain was totally shot down. And I had to ask him and he told me all day was like that. It was like I had dementia. I couldn't remember things. I would walk into the kitchen to do something and I would stand there and I'd think, why am I in here? And I couldn't figure it out. I slept for like four hours. Just awful, awful, awful, awful experience with pain lord. It felt like something exploded in my body. Hot flashes and just out in la-la land. Not good at all. So I didn't take it anymore. Well I was supposed to increase the dosage of the Topamax two days later. Actually I wasn't supposed to see the neurologist for about a week. So I increased the dose on the Topamax and the third day of increasing the dose on the Topamax, I didn't even notice. It was like such a subtle thing that happened that it became normal behavior but it was very abnormal. I would notice that I was in my right mind for a while, like ten minutes or so. And I'd be like, oh I'm feeling good. You know the medicine's working. And then I would go through this phase where I'm like, oh my gosh, I am not in my right mind. There's something really wrong with me. And then when I would be in my right mind I would convince myself, do not take that medicine again. It's not working. You're still getting headaches. Oh that's the other thing that happened with the Pamela. After the Pamela, my headaches started like every six hours again. Or they were like 15, 12 hours apart with all craziness. So anyway, I'm in this altered state with the Topamax and I would convince myself don't take it and then I would convince myself to take it. And then after I would take it when I was in my right mind, I'd be like, I can't believe you actually took that. You should go throw that up. And then I would say, no, just leave it in there. It's supposed to work. Extreme anxiety, memory loss. And let me tell you something about the headaches. When I increased the dose of the Topamax, I have never ever had intense cluster headaches like I experienced. They were like freight trains running through my brain. I have never experienced pain like that in my life. And I've had cluster headaches for 25 years. So the intensity of the headaches increased and the medicine wasn't stopping them quick enough. They ramped up even quicker with the Topamax. So anyway, I called the doctor. He said, don't take it anymore. Get off that stuff. Well, I went and met with a neurologist and the neurologist tells me that Topamax should not be prescribed for cluster headaches. He said it nicely. He said, you know, MDs, they do the best that they can. But my neurologist is a headache specialist. He's been treating people with headaches for 20 years and he has a lot of cluster headache patients. He said that cluster headaches and migraines are two separate things. Topamax is only, it's like a last resort whenever people have migraines and they're chronic, getting them all the time. And he said to get to the dose of Topamax that it actually takes to help, he said most people can't get through the side effects. But anyway, Topamax should not be prescribed for cluster headaches. That's what he told me. So he's the expert. I'm just sharing that with you. Okay. Thank you. Thank you. Thank you.",Cluster Headache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set()
An8lK5VqNxU,"Hello, my name is Max Edmond and I'm going to share with you today what I do to combat cluster headaches. First of all, Red Bull, I usually drink about a half of one. I take Kudzu root powder as a supplement during the day to help reduce the headaches. When I'm having an attack, I drink half of Red Bull. Any diphenhydramine allergy medicine, this is a Waldro brand. And I also take one BC powder or Goody powder because it has caffeine and it gets to the headache really quick. For the eyes, clear eyes or any Visine will help. Also what's helpful when it's allergy season is a neti pot to clear out the right side. What I normally do is I heat up some rice and I put it into a rice pack and you can tell when it's hot. And then I'll put it in a sock of any sort and I use a funnel to put it in. And then once the rice pack is full, I will rest on a couch or another hard surface and apply the heat to the side of my head that hurts the most. And it's always the right side and I think for most cluster headache sufferers, it is the right side. So this is my advice to you to do this whenever you're having an attack. I usually have one probably about an hour after I take a nap or an hour after I try to go to sleep. And most nights I do sleep on the couch when I'm going through my cycles because on the armrest I can turn my head in this fashion. For some reason it relaxes the side of my neck for the carotid artery where most of the pain comes from and generates from. But most of the pain goes up here to this part of my head. So I have to move my head and apply the pressure in different areas with the rice pack to be able to slow it down. And normally I can get it under control within 15 or 30 minutes. And also if you do not want heat, you can massage the areas and apply pressure to where it hurts the most. But again, one half of any type of Red Bull because of the taurine, one diphenhydramine, usually a 25 milligram, and one BC or goody powder in combination. If you're allergic to any of these, please do not do this. And as a supplement, it cuts the root powder and it will help you get through your cycles faster. Thank you for your time. Thank you.",Cluster Headache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set()
uGqN1whhPf4,I've suffered through about 10 episodes of cluster headaches over the past 25 years. It is vitally important that as soon as you feel that familiar pain in your nostril or eye you must take Imitrex or start oxygen treatments. Cluster headaches always intensify very quickly once the first pang is felt indicating that one is coming on. These headaches are so debilitating that you can never take chances and wait to take medicine too late when you feel the familiar pain starting. You must take the medicine right away. Within 15 minutes of the first burn in the nostril I've been in excruciating pain. Here are the different methods of administering Imitrex or Sumatriptan. Taking the medicine orally. Slowest way to relieve from the pain. A one shot dose in nasal spray form. Two to three times quicker than oral ingestion for relieving pain. Needle injections are very fast for obtaining pain relief.,Cluster Headache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set()
3TMqvuUnT4c,"Cluster headaches. You're sitting at home, taking this. Don't. It's full of side effects. You're going to lose your hair. It's going to change your personality. It's going to make you drowsy. It's going to make you all these things you don't want to be. Magic mushrooms is the answer. You take magic mushrooms, your cluster headaches are gone within two, three days. You take it once, it makes your headache worse. Way worse. You start crying, bashing your head on the walls. You take it again the next day, the headaches seem to get scared from it. And they're less and less intense. The third time you take it, which you're taking half grams every time, there's no side effects. The pain goes away. You regain control of your life. The doctors won't tell you this. They want you to take medication. It's too late for me because I've taken so much of it that I can see the side effects on me. Hair loss, aggressivity and whatnot. Don't do it. Take magic mushrooms. It works. It makes the pain stop.",Cluster Headache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set()
uDwaiY6K-Dc,"I'm doing this video about reasons for severe headaches because my wife has suffered from them ever since I've known her. So in the next minute or so I'll briefly summarize some basics I've learned by reading articles on reputable and reliable resources like these. There are dozens of reasons for severe headaches. I couldn't possibly list them all in one video. So I'll focus here just on the most common. Medical professionals categorize headaches two ways, primary and secondary. Primary headaches include so-called cluster headaches, migraines, tension headaches. You get primary headaches from issues that are not related to illnesses or diseases. Such headaches are triggered by drinking too much alcohol, particularly red wine. Certain foods, especially processed meats containing nitrates. Changes in sleep patterns or lack of sleep. Bad posture. Skipped meals. Stress. Secondary headaches, on the other hand, usually result from some underlying physical disorder. The degree of pain varies greatly with these types. The list of triggers for secondary headaches goes on and on and on. Some are temporary and mild, like dental problems or an ear infection. Some are severe and chronic, ranging from multiple concussions to brain tumors. Naturally, your doctor is your best source of information about the reasons for your severe headaches. Certain prescription or over-the-counter medications often help. I've produced several other videos on related topics. You can find links to those videos below.",Cluster Headache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set()
ckV6qk27fng,"Cluster Headaches are not migraines. People with cluster headaches experience three to four headaches a day, and these clusters last in periods of two weeks to three months. The headaches can occur like clockwork arriving at almost the same time every day. Men get cluster headaches more than women, and the cause of them is unknown. A cluster headache is always centrally located around the eye. Here are some descriptions of what a cluster headache feels like from people who have experienced them. It's like a burning, hot poker being shoved through your eye while an elephant stands on your temple while someone is punching you in the back of the head and pulling on your hair. Waking out of a sound sleep like somebody hit you in the back of the head with a baseball bat, like my left eyeball is going to explode, crying, moaning, rocking back and forth, praying that it will stop. It feels like my eyeball is in a vise and I have noticed some tautness in the base of my right neck muscles. It's an acute, stabbing pain like a knife behind your eye. It feels like a stabbing pain. I have pain in the jaw, cheek, and neck. The pain is so bad that even touching my hair on my left side hurts. My left sinus cavity is always blocked and I feel I am stuffed up. I've suffered through about 10 episodes of cluster headaches over the past 25 years. Here's the basic nature of my headaches. First I feel a slight burning sensation in my left nostril. There is no other feeling like the burn and it can only be associated with a cluster headache. If you think you are having cluster headaches you must familiarize yourself with what the burn in the nostril feels like in order to be able to take medicine right away. Within a couple of minutes of feeling the burn, a 1-2 second pulsating stab of pain will occur over or behind my left eye. The pulsating pain and the burn start increasing in intensity very quickly. In about 15 minutes my left eye begins to feel as though it is continuously being pinched with tremendous force. My eye begins to stream with tears and my left nostril begins to slightly discharge. If you are to pinch and twist the inside of your arm as hard as you can and then multiply that pain by 3 times, that's what it feels like in the eye. The debilitating pain gradually increases all around the eye and the left side of the head throbs and pulses with stabbing pain as the eye feels like it's being relentlessly pinched. The severe and intense pain doesn't occur in waves but rather it is continuous and it doesn't let up. During a cluster headache attack I cannot move. The only thing I can do is focus on how terrible the pain is. Light sounds and any type of movement are very irritating during these headaches. A cluster headache can last up to an hour and an hour and a half. About medications, Imitrex or Sumitriptan is the only medicine that works. It is vitally important that as soon as you feel the familiar pain in your nostril or eye you must take Imitrex. Cluster headaches always intensify very quickly once the first pain is felt indicating that one is coming on. These headaches are so debilitating that you can never take a chance and wait to take medicine once you feel that familiar pain starting. Within 15 minutes of the first burn in the nostril I've been in an excruciating pain. The only medicine that works effectively for me in stopping the pain or cluster headache is Imitrex. Through the years I've tried Excedrin Migraine, Advil, Tylenol, Aleve, Hydrocodone and several narcotic pain pills. None of them eliminate the pain like Imitrex. I've never found anything over the counter that will stop a cluster headache for up to 8 hours like Imitrex does. Usually over the counter medications take the intense pain away but I am left with an uncomfortable dull ache in the head. Also Ibuprofen, Aspirin, Acetaminophen cause me to have an upset stomach after taking them for a couple of days. Different methods of administering Imitrex or Sumitriptan. Taking the medicine orally. This is the slowest way to get pain relief. A one shot dose of nasal spray. This is about three times quicker than the oral dose. Needle injections are very fast for pain relief.",Cluster Headache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set()
U7NA0p8edn0,"Well, it was about four years ago. We were all in a movie theater. I think we were watching Harry Potter. And I started getting a lot of pain and didn't feel very well. So I left toward the end of the movie and went out to the car. When I got to the car, I had what I would call the worst headache of my life. I thought I was having an aneurysm and it just felt like my head was gonna explode. So they came out from the movie and we went right to the emergency room. And from there, they suggested I see a neurologist. So I reached out to the Jefferson Headache Center and signed up to enter their program. And that was a real turning point for me. I got a good diagnosis there almost immediately. And then I went to the Cleveland Clinic for a second opinion. Because at that point, I really had no idea. And I was scared. The pain was intense. And it was very difficult to work, very difficult to attend social functions, etc., to do anything really, with the fear of having an attack in the middle of it. So many people with chronic cluster headaches and some with episodic cluster headaches go through a process of having difficulty at work, not having attendance issues, having performance issues because they're struggling through this thing that nobody really understands. And they sort of go through this spiral of losing a job and then taking another job, losing that job, then losing their health insurance. And then they end up with very little. Why do they call these the suicide headaches? Well, because it takes everything away from you. I think it's not so much the pain, although the pain is horrendous. Living in pain is very difficult. Any chronic pain sufferer can tell you that. But the inability to concentrate, to maintain an activity for an extended period of time beyond, say, 20 minutes, those are things that really steal from you your ability to do things day to day. If I'm completely honest, I've thought about it. You've thought about ending it. Yeah, yeah, I have, on a number of occasions. But then I think about my daughters and my wife and what they bring to me and to some degree what I do for them. And that just changes my thinking. There is definitely a way to live and it can be positive. And I think there's always room to have that downtime and that pity party, but at a certain point, that's not fun anymore. And you have to really think about what you can do and that your life's not the same anymore. It's different. And so how do you reform what you're going to do with your life in this new state? And that's kind of what I have done in putting my energy into a support group and that sort of thing, keeping up with the house as much as I'm able to. The little things.",Cluster Headache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set()
Iw7FvRjeDX0,"Is there anyone in the world who has never had a headache? In some cases, you can solve this pesky problem by yourselves. Yet sometimes, you should see a doctor immediately. Therefore, we've put together a detailed guide to help you identify five types of headaches and the best ways to get rid of them. Tension headache. This is the most frequent type of headache in the world. Everyone has experienced it at least once in their life. Here are the main symptoms. Tension headaches often cause a pressure that feels like you're wearing a tight band around your forehead. You might feel severe tension and spasms around your eyes and upper forehead. Also, you feel a dull, gnawing pain. Most often, the intensity of the pain increases from morning to evening. What causes this headache? The main factors that seem to contribute to tension headaches are severe stress, fatigue, poor posture, and holding the head in an improper position for a long time. Chronic tension headaches are rare and often are associated with head or neck injuries. How to get rid of it? You can take any appropriate painkiller, but you should only use them occasionally. If headaches occur frequently and last for a long time, consult your doctor. Also, try to be physically active. Stretch your shoulders and neck regularly, and spend more time outdoors. Sinus headache. This type of headache is caused by sinusitis. It is often accompanied by fever, facial swelling, and tension in the forehead and cheekbone. Here are the main symptoms. You'll feel a deep pressure and pain in your forehead, around the eyebrows, and under the eyes. The pain usually gets stronger when you move your head sharply. This headache might also lead to a running or blocked nose. You might feel tired and weak. Sinus headaches are caused by sinusitis. They are also a common complication after a cold or during a seasonal allergy. Keep in mind that sinus headaches rarely go away on their own. If you have an allergy, antihistamines may help. In other cases, it is best to see a doctor who will most probably prescribe antibiotics. Migraine. A migraine is often associated with a violation of the metabolic processes and a dilation of blood vessels in the brain. A person may also inherit the ability to get a migraine. All symptoms of this severe headache occur during a migraine attack that progresses through four main stages. The first is prodrome. It lasts for one to two days. You feel irritable, fatigued, and have an increased or decreased appetite. The second stage, aura. It usually lasts up to 30 minutes. You become sensitive to light, feel tingling and numbness, and might have speech disorders. The third one, resolution, might last up to 24 hours. You feel fatigued and have trouble concentrating on daily tasks. The last stage, the headache itself, might last up to 72 hours, during which you feel severe, throbbing pain. Unfortunately, there's no cure for migraines. Although a number of treatments are available to help ease the symptoms, you need to see your doctor to choose the right one. Moreover, regular exercise will help you improve your health significantly. Cluster headache. Cluster headaches are rare, affecting less than 1% of the population. They are five times more common in males than females. It's hardly possible to confuse this headache with another one. A cluster headache may cause a stabbing pain behind or around your eyes, usually on one side of your head. It frequently develops during sleep. The pain usually lasts from 15 minutes to 1 hour. Symptoms might include redness of the eyes, sensitivity to light, and lacrimation. Scientists don't know exactly what causes cluster headaches. These headaches are most often linked to disruptions in the body's biological clock. Treating it can be tricky, because the pain appears and disappears spontaneously and at a moment's notice. Only a doctor can help you solve this problem. Hangover. We hear many versions of why people often have a headache after drinking alcohol. One of them suggests that alcohol causes blood vessel dilation and affects serotonin levels in your body. Moreover, alcohol promotes water loss and dehydration that are major migraine triggers. The main symptoms are throbbing or dull aching pain, tightness, heaviness. The best remedy is to take a painkiller, drink plenty of water, and get some good sleep. Take a hangover seriously. If you have a headache after consuming even a small amount of alcohol, it may indicate that you're suffering from a mild form of migraine. We hope you never experience any of these headaches. But if you get one of them, it's better to consult a doctor before taking any medication. Do not self-medicate because the consequences can be dire. Thanks for watching! Hit the thumbs-up button to let us know if these facts were beneficial to you. If you're visiting our channel for the first time, click subscribe to stay with us on the Bright Side of life!",Cluster Headache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set()
OO5oDaG45kE,"The following report contains some disturbing images. It is one of the most painful experiences that a human can endure. It feels as though somebody is grabbing your inside of your face and pulling as far out and as far wide as they can. Difficult to watch, often unbearable to experience. The pain of a cluster headache can be indescribable. Some sufferers post videos showing an attack to try and convey the reality. We're using these with their permission. Scott has suffered them for 10 years. He helps run a support group, Ouch! UK. I have knocked myself out on various occasions. Because of the pain, I will find something very, very hard to strike my head against. Because you're driven, it's a primeval driver to stop the pain. Cluster headaches baffle doctors. Far more intense than a migraine, many sufferers, like Rachel, experience them when seasons change. I will get mine every spring and every autumn without fail. Rachel's volunteered for a new research project taking place at King's College Hospital in south London. We're looking to see what happens in the brain during the attacks compared to when there is no attack. Around 40 sufferers will have their brains scanned. This is the posterior hypothalamus and it's also known as the internal body clock. We think that is linked with the cluster headache attacks. They tend to have more cluster attacks around spring and autumn. We don't quite understand the reason behind that. This will be an ambitious, at times arduous project. Volunteers will also be having their brains scanned whilst an attack is taking place. Unless people put themselves forward to things like this, we're never going to know any more about cluster headaches. It's estimated there are around 130,000 sufferers in the UK, possibly more as the condition is often misdiagnosed. This patient, who's asked to remain anonymous, is being injected with steroids and an anaesthetic, a preventative measure that can help but is only effective for a few weeks. We're supposed to damp down the activity of the nerves, hence give some relief to these patients. It's hoped this device, which would be implanted inside a patient's head, could offer long-term help. The way it does is by delivering some electricity around the nerve and damping down the hyperactivity, the excessive activation of the nerves, which is firing without any control. Trials are going well. The team at Guy's in St Thomas' Hospital hope to make it available within a year, a long-awaited step forward for sufferers of this distressing condition. Tim Muffett, BBC News.",Cluster Headache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,set()
